SalesOrderID,OrderDate,CustomerID,ProductID,Quantity,UnitPrice,DiscountAmount,ShipDate,ShipMode,SalesPersonID,SalesAmount,Cost,Profit
2492,2022-08-14,69.0,17,8,738.68,0.0,2022-08-20,Standard,1,5909.44,2714.96,3194.4799999999996
2493,,3.0,66,3,1384.98,0.0,2024-01-09,Next Day,5,4154.9400000000005,1997.6100000000001,2157.3300000000004
2494,2024-03-18,40.0,44,1,1704.87,0.0,2024-03-24,Next Day,6,1704.87,733.76,971.1099999999999
2495,2022-12-07,31.0,36,5,774.22,40.28,2022-12-11,Next Day,7,3830.82,2560.75,1270.0700000000002
2496,2024-09-12,11.0,43,6,1691.3,0.0,2024-09-14,Next Day,7,10147.8,6136.9800000000005,4010.819999999999
2497,2023-02-16,73.0,24,2,1857.12,0.0,2023-02-22,Express,1,3714.24,2476.4,1237.8399999999997
2498,2023-11-30,92.0,54,1,1756.71,0.0,2023-12-04,Standard,3,1756.71,895.94,860.77
2499,2023-09-21,55.0,7,6,1291.23,0.0,2023-09-24,Standard,6,7747.38,3198.54,4548.84
2500,2023-03-31,99.0,70,10,1420.71,348.72,2023-04-01,Express,8,13858.380000000001,6960.700000000001,6897.68
2501,2024-03-14,46.0,39,5,858.23,0.0,2024-03-15,Next Day,2,4291.15,2955.7,1335.4499999999998
2502,2024-09-18,51.0,62,1,1839.55,0.0,2024-09-25,Next Day,10,1839.55,,
2503,2024-03-16,56.0,9,10,380.54,0.0,2024-03-23,Next Day,1,3805.4,2488.5,1316.9
2504,2022-04-13,83.0,62,7,1839.55,0.0,2022-04-14,Next Day,3,12876.85,5958.12,6918.7300000000005
2505,2022-06-03,82.0,19,10,134.47,0.0,2022-06-07,Standard,1,1344.7,798.8,545.9000000000001
2506,2023-01-12,8.0,28,6,1147.07,0.0,2023-01-18,Express,2,6882.42,2952.12,3930.3
2507,2022-08-24,31.0,1,7,410.02,0.0,2022-08-31,Next Day,7,2870.14,1806.0,1064.1399999999999
2508,2022-09-21,59.0,51,7,1611.93,0.0,2022-09-26,Next Day,2,11283.51,,
2509,2024-07-01,89.0,76,7,1291.59,0.0,2024-07-02,Express,8,9041.13,5847.38,3193.749999999999
2510,2024-12-12,85.0,80,4,1343.3,0.0,2024-12-13,Standard,10,5373.2,3500.92,1872.2799999999997
2511,2023-01-05,24.0,73,7,1533.38,0.0,2023-01-12,Standard,1,10733.66,4298.0,6435.66
2512,2024-03-14,80.0,40,3,1670.28,0.0,2024-03-19,Standard,6,5010.84,2770.8,2240.04
2513,2022-04-04,75.0,75,5,1210.81,0.0,2022-04-06,Standard,5,6054.049999999999,3339.9,2714.149999999999
2514,2023-01-06,85.0,48,2,1381.56,0.0,2023-01-10,Next Day,3,2763.12,1119.5,1643.62
2515,2022-09-15,82.0,72,6,1432.35,0.0,2022-09-20,Express,2,8594.099999999999,3583.32,5010.779999999999
2516,2024-12-30,64.0,61,-4,1415.0,136.43,2025-01-05,Standard,1,-5796.43,-3603.2,-2193.2300000000005
2517,2024-04-11,48.0,76,8,1291.59,0.0,2024-04-16,Next Day,6,10332.72,6682.72,3649.999999999999
2518,2024-08-18,12.0,48,9,1381.56,0.0,2024-08-23,Standard,6,12434.039999999999,5037.75,7396.289999999999
2519,2022-03-31,25.0,6,9,372.62,0.0,2022-04-03,Express,3,3353.58,1924.3799999999999,1429.2
2520,2023-05-26,31.0,71,2,531.92,0.0,2023-06-01,Express,6,1063.84,654.54,409.29999999999995
2521,2023-06-10,35.0,19,3,134.47,0.0,2023-06-12,Standard,6,403.40999999999997,239.64,163.76999999999998
2522,2024-01-06,45.0,21,1,497.99,0.0,2024-01-12,Standard,5,497.99,261.31,236.68
2523,2022-02-07,57.0,9,2,,0.0,2022-02-11,Next Day,5,,,
2524,2023-11-02,17.0,65,3,1526.89,0.0,2023-11-06,Next Day,8,4580.67,2334.2400000000002,2246.43
2525,2022-05-16,59.0,59,18,1601.92,0.0,2022-05-17,Next Day,1,28834.56,,
2526,2024-09-17,11.0,70,10,1420.71,0.0,2024-09-24,Standard,3,14207.1,6960.700000000001,7246.4
2527,2024-12-25,9.0,43,5,1691.3,0.0,2024-12-26,Express,10,8456.5,5114.150000000001,3342.3499999999995
2528,2024-03-11,43.0,37,10,448.4,17.42,2024-03-18,Next Day,6,4466.58,2776.8,1689.7799999999997
2529,2024-05-05,46.0,74,8,161.54,0.0,2024-05-11,Next Day,3,1292.32,791.76,500.55999999999995
2530,2022-10-25,74.0,32,6,1651.29,0.0,2022-10-31,Standard,5,9907.74,5698.68,4209.0599999999995
2531,2022-03-26,15.0,2,7,1647.98,0.0,2022-03-30,Next Day,1,11535.86,5707.38,5828.4800000000005
2532,2024-01-20,3.0,44,10,1704.87,0.0,2024-01-21,Standard,5,17048.699999999997,7337.6,9711.099999999997
2533,2024-01-12,74.0,72,8,1432.35,0.0,2024-01-19,Next Day,8,11458.8,4777.76,6681.039999999999
2534,2022-11-29,34.0,8,10,,0.0,2022-11-30,Next Day,2,,,
2535,2023-11-13,45.0,9,1,380.54,0.0,2023-11-19,Standard,1,380.54,248.85,131.69000000000003
2536,2023-05-08,79.0,79,4,841.16,0.0,2023-05-09,Express,3,3364.64,2015.48,1349.1599999999999
2537,2024-01-03,84.0,46,2,1254.87,0.0,2024-01-05,Standard,8,2509.74,1241.12,1268.62
2538,2023-03-28,87.0,15,2,906.97,0.0,2023-04-04,Express,8,1813.94,874.18,939.7600000000001
2539,2024-11-15,57.0,5,2,391.75,0.0,2024-11-18,Standard,8,783.5,393.16,390.34
2540,2024-11-22,26.0,55,5,0.0,0.0,2024-11-27,Next Day,7,0.0,3569.45,-3569.45
2541,2024-12-16,3.0,35,10,459.91,0.0,2024-12-17,Next Day,10,4599.1,2978.1,1621.0000000000005
2542,2023-10-14,64.0,30,10,1078.8,204.78,2023-10-17,Next Day,8,10583.22,6635.5,3947.7199999999993
2543,2022-01-30,14.0,21,3,497.99,0.0,2022-02-05,Express,9,1493.97,783.9300000000001,710.04
2544,2023-06-23,47.0,66,7,1384.98,0.0,2023-06-28,Next Day,3,9694.86,4661.09,5033.77
2545,2023-06-02,80.0,41,1,1216.73,0.0,2023-06-09,Standard,6,1216.73,748.49,468.24
2546,2022-08-22,4.0,55,10,0.0,0.0,2022-08-29,Express,1,0.0,7138.9,-7138.9
2547,2023-10-25,67.0,66,3,1384.98,0.0,2023-11-01,Standard,4,4154.9400000000005,1997.6100000000001,2157.3300000000004
2548,2023-07-08,100.0,2,5,1647.98,0.0,2023-07-13,Next Day,2,8239.9,4076.7000000000003,4163.199999999999
2549,2022-06-16,31.0,12,2,368.57,0.0,2022-06-22,Next Day,9,737.14,,
2550,2024-09-26,73.0,75,6,1210.81,0.0,2024-09-27,Express,7,7264.86,4007.88,3256.9799999999996
2551,2022-05-30,30.0,73,8,1533.38,279.56,2022-06-02,Next Day,9,11987.480000000001,4912.0,7075.480000000001
2552,2023-11-19,7.0,67,5,762.81,0.0,2023-11-21,Express,5,3814.0499999999997,1596.3999999999999,2217.6499999999996
2553,2023-05-07,84.0,71,2,531.92,89.15,2023-05-08,Next Day,6,974.6899999999999,654.54,320.15
2554,2024-04-06,81.0,75,7,1210.81,0.0,2024-04-08,Standard,4,8475.67,4675.860000000001,3799.8099999999995
2555,2022-05-13,47.0,14,8,290.48,0.0,2022-05-18,Express,8,2323.84,1187.44,1136.4
2556,2024-07-07,87.0,65,5,1526.89,316.93,2024-07-11,Express,6,7317.52,3890.4,3427.1200000000003
2557,2022-07-13,92.0,60,1,633.47,0.0,2022-07-17,Standard,7,633.47,,
2558,2022-10-01,55.0,44,4,1704.87,0.0,2022-10-07,Express,4,6819.48,2935.04,3884.4399999999996
2559,2023-11-02,80.0,9,7,380.54,54.24,2023-11-08,Standard,4,2609.5400000000004,1741.95,867.5900000000004
2560,2023-09-19,20.0,45,9,0.0,0.0,2023-09-26,Next Day,9,0.0,,
2561,2024-11-20,91.0,35,6,459.91,0.0,2024-11-21,Express,3,2759.46,1786.8600000000001,972.5999999999999
2562,2023-03-18,15.0,78,8,1349.62,402.96,2023-03-21,Standard,5,10394.0,7400.0,2994.0
2563,2022-09-13,7.0,32,4,1651.29,439.88,2022-09-17,Standard,9,6165.28,3799.12,2366.16
2564,2022-11-15,73.0,45,4,0.0,0.0,2022-11-22,Express,1,0.0,,
2565,,80.0,6,8,372.62,0.0,2024-03-28,Standard,6,2980.96,1710.56,1270.4
2566,2023-08-05,40.0,79,7,841.16,0.0,2023-08-06,Express,3,5888.12,,
2567,2024-12-19,71.0,15,3,906.97,0.0,2024-12-21,Standard,7,2720.91,1311.27,1409.6399999999999
2568,2024-09-22,8.0,4,4,23.47,0.0,2024-09-23,Express,6,93.88,63.48,30.4
2569,2024-06-10,37.0,52,7,1692.0,409.83,2024-06-11,Next Day,3,11434.17,5426.54,6007.63
2570,2023-11-17,96.0,42,1,691.62,0.0,2023-11-19,Standard,2,691.62,290.12,401.5
2571,2023-07-13,77.0,73,19,1533.38,0.0,2023-07-17,Standard,4,29134.22,11666.0,17468.22
2572,2023-11-16,55.0,53,10,1515.28,0.0,2023-11-17,Next Day,7,15152.8,7192.9,7959.9
2573,2023-11-15,21.0,73,13,1533.38,0.0,2023-11-21,Standard,10,19933.940000000002,7982.0,11951.940000000002
2574,2023-08-02,50.0,71,4,531.92,9.24,2023-08-07,Next Day,1,2118.44,1309.08,809.3600000000001
2575,2024-07-16,16.0,8,5,707.67,0.0,2024-07-18,Standard,3,3538.35,2226.95,1311.4
2576,2022-08-23,40.0,40,5,1670.28,0.0,2022-08-25,Standard,1,8351.4,4618.0,3733.3999999999996
2577,2024-01-26,91.0,21,3,497.99,2.86,2024-01-30,Next Day,7,1491.1100000000001,783.9300000000001,707.1800000000001
2578,2023-09-17,52.0,66,2,1384.98,0.0,2023-09-23,Express,3,2769.96,1331.74,1438.22
2579,2022-09-11,44.0,38,6,90.95,0.0,2022-09-13,Next Day,1,545.7,260.4,285.30000000000007
2580,2023-08-14,16.0,48,1,1381.56,0.0,2023-08-21,Standard,3,1381.56,559.75,821.81
2581,2022-12-13,83.0,62,6,,0.0,2022-12-18,Express,8,,,
2582,2024-07-12,82.0,61,7,1415.0,0.0,2024-07-19,Express,1,9905.0,6305.599999999999,3599.4000000000005
2583,2023-02-13,6.0,9,15,380.54,0.0,2023-02-14,Express,7,5708.1,,
2584,2022-08-10,55.0,6,5,372.62,107.52,2022-08-11,Next Day,8,1755.58,1069.1,686.48
2585,,60.0,10,4,839.41,0.0,2023-03-15,Next Day,6,3357.64,2329.36,1028.2799999999997
2586,2023-11-29,86.0,9,1,380.54,0.0,2023-12-03,Next Day,3,380.54,248.85,131.69000000000003
2587,2023-12-29,11.0,12,8,368.57,0.0,2023-12-30,Standard,2,2948.56,1677.68,1270.8799999999999
2588,2023-12-31,49.0,43,4,1691.3,0.0,2024-01-02,Next Day,3,6765.2,4091.32,2673.8799999999997
2589,2023-02-11,64.0,29,5,484.39,34.59,2023-02-13,Next Day,5,2387.3599999999997,1272.9,1114.4599999999996
2590,2022-09-09,42.0,67,5,762.81,0.0,2022-09-11,Standard,2,3814.0499999999997,1596.3999999999999,2217.6499999999996
2591,2024-11-02,47.0,19,5,134.47,0.0,2024-11-08,Next Day,9,672.35,399.4,272.95000000000005
2592,2023-11-05,23.0,41,10,1216.73,0.0,2023-11-11,Next Day,2,12167.3,7484.9,4682.4
2593,2024-04-27,72.0,53,5,1515.28,292.81,2024-05-03,Next Day,8,7283.589999999999,3596.45,3687.1399999999994
2594,2022-10-23,55.0,60,9,633.47,36.5,2022-10-30,Next Day,10,5664.7300000000005,3377.5199999999995,2287.210000000001
2595,2023-06-16,49.0,14,1,290.48,0.0,2023-06-22,Standard,1,290.48,148.43,142.05
2596,2024-04-05,83.0,46,7,1254.87,0.0,2024-04-09,Next Day,9,8784.09,4343.92,4440.17
2597,2022-12-19,78.0,41,8,1216.73,189.81,2022-12-23,Next Day,8,9544.03,5987.92,3556.1100000000006
2598,2023-09-16,24.0,70,8,1420.71,0.0,2023-09-17,Standard,5,11365.68,,
2599,2023-02-18,71.0,66,5,1384.98,0.0,2023-02-22,Express,1,6924.9,3329.35,3595.5499999999997
2600,2023-01-15,99.0,67,1,762.81,0.0,2023-01-21,Standard,3,762.81,319.28,443.53
2601,2024-11-01,72.0,36,7,774.22,196.1,2024-11-07,Standard,1,5223.44,3585.0499999999997,1638.3899999999999
2602,2023-10-27,97.0,2,4,1647.98,0.0,2023-10-29,Standard,4,6591.92,3261.36,3330.56
2603,2024-09-20,97.0,36,1,774.22,161.8,2024-09-23,Express,1,612.4200000000001,512.15,100.2700000000001
2604,2022-02-07,47.0,71,9,531.92,23.01,2022-02-09,Standard,5,4764.2699999999995,2945.43,1818.8399999999997
2605,2023-02-06,37.0,7,4,1291.23,0.0,2023-02-12,Next Day,4,5164.92,2132.36,3032.56
2606,2023-08-15,82.0,68,4,1327.49,0.0,2023-08-21,Standard,8,5309.96,3241.72,2068.2400000000002
2607,2024-12-10,,43,7,1691.3,0.0,2024-12-16,Next Day,4,11839.1,7159.81,4679.29
2608,2024-06-01,62.0,78,7,1349.62,0.0,2024-06-06,Express,5,9447.34,6475.0,2972.34
2609,2023-05-25,58.0,31,6,1772.96,0.0,2023-05-26,Next Day,4,10637.76,4722.24,5915.52
2610,2023-03-26,80.0,76,2,1291.59,0.0,2023-03-27,Next Day,10,2583.18,1670.68,912.4999999999998
2611,2023-11-07,42.0,63,10,225.52,0.0,2023-11-09,Next Day,10,2255.2000000000003,1476.9,778.3000000000002
2612,2022-11-27,30.0,59,6,1601.92,0.0,2022-11-28,Standard,9,9611.52,,
2613,2022-08-28,15.0,65,2,1526.89,327.6,2022-09-01,Standard,1,2726.1800000000003,1556.16,1170.0200000000002
2614,2024-08-27,53.0,50,2,1263.4,96.11,2024-08-30,Standard,6,2430.69,1105.06,1325.63
2615,2022-04-26,84.0,38,13,90.95,0.0,2022-04-28,Standard,6,1182.3500000000001,564.1999999999999,618.1500000000002
2616,2024-02-27,95.0,68,7,1327.49,0.0,2024-03-02,Standard,9,9292.43,5673.009999999999,3619.420000000001
2617,2022-04-02,28.0,29,6,,0.0,2022-04-07,Express,8,,,
2618,2024-05-26,15.0,64,5,172.22,39.28,2024-05-27,Next Day,6,821.82,573.2,248.62
2619,2023-03-14,33.0,10,10,839.41,0.0,2023-03-20,Standard,4,8394.1,5823.400000000001,2570.7
2620,2024-08-25,51.0,47,5,646.66,0.0,2024-08-27,Express,8,3233.2999999999997,1358.4,1874.8999999999996
2621,2023-06-28,29.0,47,10,646.66,0.0,2023-07-01,Express,10,6466.599999999999,,
2622,2023-02-22,9.0,7,1,1291.23,0.0,2023-02-28,Standard,2,1291.23,533.09,758.14
2623,2024-02-21,57.0,31,2,1772.96,0.0,2024-02-22,Express,6,3545.92,1574.08,1971.8400000000001
2624,2022-06-30,19.0,21,5,497.99,0.0,2022-07-01,Next Day,7,2489.95,,
2625,2024-07-22,29.0,57,2,1142.26,0.0,2024-07-25,Next Day,6,2284.52,1277.78,1006.74
2626,2023-08-13,75.0,58,1,1478.81,306.74,2023-08-16,Standard,3,1172.07,881.55,290.52
2627,2022-11-04,18.0,77,4,1694.12,329.31,2022-11-06,Next Day,4,6447.169999999999,3777.84,2669.329999999999
2628,2023-08-08,74.0,4,6,23.47,4.0,2023-08-12,Standard,5,136.82,95.22,41.599999999999994
2629,2022-07-22,12.0,74,2,161.54,0.0,2022-07-28,Next Day,5,323.08,197.94,125.13999999999999
2630,2023-11-09,57.0,13,7,66.43,0.0,2023-11-16,Standard,7,465.01000000000005,275.94,189.07000000000005
2631,2022-01-28,39.0,73,5,1533.38,0.0,2022-01-29,Standard,9,7666.900000000001,3070.0,4596.900000000001
2632,2024-11-08,43.0,5,4,391.75,0.0,2024-11-09,Express,9,1567.0,786.32,780.68
2633,2024-03-03,68.0,66,10,1384.98,0.0,2024-03-04,Express,2,13849.8,6658.7,7191.099999999999
2634,2022-08-11,98.0,26,1,601.63,76.37,2022-08-18,Standard,3,525.26,248.71,276.54999999999995
2635,2023-10-16,60.0,4,10,23.47,0.0,2023-10-21,Standard,10,234.7,158.7,76.0
2636,2022-03-24,44.0,13,9,66.43,0.0,2022-03-27,Express,7,597.8700000000001,354.78000000000003,243.0900000000001
2637,2022-10-06,81.0,30,1,1078.8,0.0,2022-10-10,Standard,1,1078.8,663.55,415.25
2638,2023-08-10,70.0,21,5,497.99,0.0,2023-08-13,Standard,6,2489.95,1306.55,1183.3999999999999
2639,2022-07-24,58.0,8,2,707.67,0.0,2022-07-30,Next Day,9,1415.34,890.78,524.56
2640,2023-02-18,46.0,29,6,484.39,0.0,2023-02-22,Next Day,1,2906.34,1527.48,1378.8600000000001
2641,2024-08-02,38.0,25,9,1760.61,0.0,2024-08-06,Next Day,1,15845.49,7067.5199999999995,8777.970000000001
2642,2022-03-04,7.0,22,1,0.0,0.0,2022-03-05,Express,2,0.0,,
2643,2022-06-26,54.0,23,9,407.41,78.64,2022-06-29,Standard,4,3588.05,1626.93,1961.1200000000001
2644,2023-08-12,17.0,48,3,1381.56,42.1,2023-08-17,Standard,4,4102.58,1679.25,2423.33
2645,2023-05-27,44.0,25,7,1760.61,0.0,2023-05-28,Next Day,7,12324.269999999999,5496.96,6827.309999999999
2646,2023-06-25,96.0,50,4,1263.4,0.0,2023-06-29,Next Day,8,5053.6,2210.12,2843.4800000000005
2647,2023-11-25,98.0,31,5,,0.0,2023-11-29,Next Day,5,,,
2648,2024-07-31,38.0,47,6,646.66,0.0,2024-08-04,Next Day,2,3879.96,1630.08,2249.88
2649,2022-01-09,3.0,38,2,90.95,0.0,2022-01-13,Standard,6,181.9,86.8,95.10000000000001
2650,2024-06-20,18.0,28,8,1147.07,0.0,2024-06-24,Express,4,9176.56,3936.16,5240.4
2651,2023-02-15,84.0,5,9,391.75,0.0,2023-02-16,Express,5,3525.75,1769.22,1756.53
2652,2024-02-01,24.0,21,6,497.99,0.0,2024-02-06,Next Day,9,2987.94,1567.8600000000001,1420.08
2653,2023-01-26,33.0,66,4,1384.98,0.0,2023-01-27,Standard,2,5539.92,2663.48,2876.44
2654,2023-09-07,43.0,63,4,225.52,0.0,2023-09-14,Express,6,902.08,590.76,311.32000000000005
2655,2023-10-14,49.0,40,5,1670.28,0.0,2023-10-17,Next Day,8,8351.4,4618.0,3733.3999999999996
2656,2022-06-08,25.0,10,7,839.41,226.32,2022-06-11,Next Day,8,5649.55,4076.38,1573.17
2657,2022-04-26,89.0,14,10,290.48,0.0,2022-04-29,Standard,2,2904.8,1484.3000000000002,1420.5
2658,2023-08-28,64.0,18,4,522.64,0.0,2023-08-30,Express,3,2090.56,1185.0,905.56
2659,2022-06-06,24.0,58,8,1478.81,0.0,2022-06-07,Next Day,9,11830.48,7052.4,4778.08
2660,2022-12-11,11.0,79,6,841.16,162.48,2022-12-12,Standard,4,4884.4800000000005,3023.2200000000003,1861.2600000000002
2661,2024-01-07,17.0,9,2,380.54,0.0,2024-01-10,Standard,4,761.08,,
2662,2023-07-14,57.0,79,3,841.16,0.0,2023-07-19,Next Day,8,2523.48,1511.6100000000001,1011.8699999999999
2663,2023-04-22,,50,15,1263.4,0.0,2023-04-25,Next Day,4,18951.0,,
2664,2023-06-12,51.0,4,4,23.47,0.0,2023-06-17,Next Day,3,93.88,63.48,30.4
2665,2023-11-07,59.0,8,7,707.67,0.0,2023-11-09,Next Day,4,4953.69,3117.73,1835.9599999999996
2666,2024-11-09,76.0,5,-3,391.75,0.0,2024-11-14,Standard,2,-1175.25,-589.74,-585.51
2667,2022-07-06,86.0,63,8,225.52,0.0,2022-07-09,Standard,1,1804.16,1181.52,622.6400000000001
2668,2024-06-11,29.0,34,5,1661.94,441.75,2024-06-17,Standard,4,7867.950000000001,4772.799999999999,3095.1500000000015
2669,2023-05-17,41.0,58,3,1478.81,0.0,2023-05-23,Express,2,4436.43,2644.6499999999996,1791.7800000000007
2670,2023-02-12,6.0,31,17,1772.96,0.0,2023-02-18,Express,9,30140.32,13379.68,16760.64
2671,2023-07-13,4.0,48,1,1381.56,0.0,2023-07-16,Next Day,4,1381.56,559.75,821.81
2672,2022-12-30,34.0,11,1,1833.75,0.0,2023-01-04,Next Day,3,1833.75,1125.3,708.45
2673,2022-10-31,19.0,13,8,66.43,0.0,2022-11-06,Express,5,531.44,315.36,216.08000000000004
2674,2023-04-08,73.0,25,8,1760.61,0.0,2023-04-11,Standard,6,14084.88,6282.24,7802.639999999999
2675,2024-07-01,,79,-2,841.16,0.0,2024-07-02,Standard,5,-1682.32,-1007.74,-674.5799999999999
2676,2022-02-13,89.0,21,7,497.99,0.0,2022-02-16,Standard,2,3485.9300000000003,1829.17,1656.7600000000002
2677,2024-10-30,96.0,37,2,448.4,32.21,2024-10-31,Express,8,864.5899999999999,555.36,309.2299999999999
2678,2024-04-06,31.0,16,7,944.6,0.0,2024-04-12,Standard,1,6612.2,4515.139999999999,2097.0600000000004
2679,2024-03-31,89.0,38,2,90.95,19.46,2024-04-04,Express,1,162.44,86.8,75.64
2680,2023-03-13,11.0,29,10,484.39,0.0,2023-03-17,Express,7,4843.9,2545.8,2298.0999999999995
2681,2023-01-25,60.0,66,3,1384.98,0.0,2023-01-28,Standard,7,4154.9400000000005,1997.6100000000001,2157.3300000000004
2682,2022-03-20,81.0,38,10,90.95,0.0,2022-03-22,Next Day,5,909.5,434.0,475.5
2683,2024-10-11,46.0,53,-4,1515.28,0.0,2024-10-17,Next Day,5,-6061.12,-2877.16,-3183.96
2684,2023-11-17,74.0,69,7,206.61,0.0,2023-11-21,Standard,8,1446.27,913.5,532.77
2685,2024-09-26,29.0,70,9,1420.71,148.88,2024-09-28,Next Day,1,12637.51,6264.63,6372.88
2686,2023-10-31,15.0,38,1,90.95,0.0,2023-11-02,Standard,2,90.95,43.4,47.550000000000004
2687,2024-06-01,29.0,22,6,0.0,0.0,2024-06-05,Next Day,10,0.0,,
2688,2022-04-05,68.0,65,5,1526.89,41.75,2022-04-10,Next Day,4,7592.700000000001,,
2689,2022-12-13,81.0,65,3,1526.89,0.0,2022-12-19,Next Day,8,4580.67,2334.2400000000002,2246.43
2690,2022-11-30,91.0,21,8,497.99,0.0,2022-12-07,Standard,5,3983.92,2090.48,1893.44
2691,2022-05-17,52.0,41,19,1216.73,0.0,2022-05-22,Next Day,10,23117.87,14221.31,8896.56
2692,2022-07-28,78.0,25,3,1760.61,0.0,2022-08-03,Next Day,1,5281.83,2355.84,2925.99
2693,2023-04-22,90.0,4,2,23.47,0.0,2023-04-25,Next Day,2,46.94,31.74,15.2
2694,2023-05-04,68.0,43,3,1691.3,0.0,2023-05-05,Standard,7,5073.9,,
2695,2023-10-11,99.0,39,8,858.23,104.8,2023-10-17,Standard,10,6761.04,,
2696,2024-10-02,54.0,43,9,1691.3,0.0,2024-10-09,Next Day,1,15221.699999999999,9205.470000000001,6016.229999999998
2697,2022-09-24,23.0,43,2,1691.3,0.0,2022-09-28,Next Day,3,3382.6,2045.66,1336.9399999999998
2698,2024-09-10,57.0,30,5,1078.8,0.0,2024-09-12,Standard,2,5394.0,3317.75,2076.25
2699,2023-04-09,26.0,61,7,1415.0,249.61,2023-04-10,Express,7,9655.39,6305.599999999999,3349.79
2700,2022-01-08,62.0,71,7,531.92,0.0,2022-01-14,Express,1,3723.4399999999996,2290.89,1432.5499999999997
2701,2022-12-28,44.0,44,1,1704.87,0.0,2023-01-02,Next Day,7,1704.87,733.76,971.1099999999999
2702,2023-01-26,94.0,4,19,23.47,5.88,2023-01-31,Standard,6,440.04999999999995,301.53,138.51999999999998
2703,2023-07-05,2.0,20,9,323.05,0.0,2023-07-12,Standard,6,2907.4500000000003,1844.91,1062.5400000000002
2704,2024-03-02,29.0,5,10,391.75,0.0,2024-03-03,Standard,1,3917.5,1965.8000000000002,1951.6999999999998
2705,2022-06-19,40.0,36,-2,774.22,0.0,2022-06-23,Next Day,8,-1548.44,-1024.3,-524.1400000000001
2706,2022-03-26,79.0,66,3,1384.98,0.0,2022-03-31,Next Day,6,4154.9400000000005,1997.6100000000001,2157.3300000000004
2707,2024-01-11,,79,8,841.16,0.0,2024-01-12,Next Day,3,6729.28,4030.96,2698.3199999999997
2708,2024-05-02,8.0,5,6,391.75,0.0,2024-05-06,Express,5,2350.5,1179.48,1171.02
2709,2024-02-20,73.0,59,9,1601.92,0.0,2024-02-26,Next Day,4,14417.28,,
2710,2022-01-15,44.0,44,9,1704.87,0.0,2022-01-17,Express,9,15343.829999999998,,
2711,2022-12-21,20.0,30,4,1078.8,16.67,2022-12-22,Next Day,8,4298.53,2654.2,1644.33
2712,2022-01-16,1.0,55,13,0.0,0.0,2022-01-18,Express,4,0.0,9280.57,-9280.57
2713,2024-12-20,49.0,10,2,839.41,0.0,2024-12-27,Next Day,6,1678.82,1164.68,514.1399999999999
2714,2022-12-04,86.0,73,9,1533.38,352.96,2022-12-11,Standard,8,13447.460000000003,5526.0,7921.460000000003
2715,2024-01-04,97.0,58,8,1478.81,0.0,2024-01-11,Standard,1,11830.48,7052.4,4778.08
2716,2023-10-12,7.0,42,5,691.62,0.0,2023-10-19,Express,6,3458.1,1450.6,2007.5
2717,2023-02-15,78.0,31,10,1772.96,0.0,2023-02-19,Next Day,9,17729.6,7870.4,9859.199999999999
2718,2023-04-08,48.0,18,8,522.64,68.17,2023-04-15,Standard,1,4112.95,2370.0,1742.9499999999998
2719,2022-03-11,93.0,38,2,90.95,18.8,2022-03-17,Express,5,163.1,86.8,76.3
2720,2022-09-03,84.0,22,8,0.0,0.0,2022-09-04,Express,2,0.0,,
2721,2022-02-26,13.0,63,8,225.52,0.0,2022-03-02,Standard,2,1804.16,,
2722,2024-04-23,70.0,66,2,1384.98,0.0,2024-04-25,Standard,5,2769.96,1331.74,1438.22
2723,2023-12-30,49.0,47,6,646.66,181.29,2024-01-05,Express,6,3698.67,1630.08,2068.59
2724,2023-11-01,29.0,59,2,1601.92,233.71,2023-11-02,Express,6,2970.13,,
2725,2022-03-23,99.0,41,3,1216.73,0.0,2022-03-27,Standard,8,3650.19,2245.4700000000003,1404.7199999999998
2726,,98.0,50,8,1263.4,0.0,2023-10-13,Express,9,10107.2,4420.24,5686.960000000001
2727,2022-10-29,56.0,24,2,1857.12,0.0,2022-10-30,Express,3,3714.24,2476.4,1237.8399999999997
2728,2024-08-11,32.0,8,4,707.67,10.38,2024-08-17,Standard,8,2820.2999999999997,1781.56,1038.7399999999998
2729,2023-11-28,37.0,49,13,84.39,0.0,2023-12-03,Express,8,1097.07,500.37,596.6999999999999
2730,2023-07-25,65.0,45,7,0.0,0.0,2023-07-28,Next Day,2,0.0,,
2731,2024-04-25,8.0,3,8,1369.95,0.0,2024-04-29,Express,6,10959.6,6549.92,4409.68
2732,2023-12-12,39.0,41,3,1216.73,78.84,2023-12-14,Express,5,3571.35,2245.4700000000003,1325.8799999999997
2733,2022-07-15,34.0,43,4,1691.3,0.0,2022-07-17,Express,6,6765.2,4091.32,2673.8799999999997
2734,2024-10-01,69.0,1,3,410.02,0.0,2024-10-07,Standard,3,1230.06,774.0,456.05999999999995
2735,2023-01-22,7.0,55,7,0.0,0.0,2023-01-27,Next Day,7,0.0,4997.23,-4997.23
2736,2023-06-13,72.0,16,4,944.6,0.0,2023-06-15,Standard,1,3778.4,2580.08,1198.3200000000002
2737,2022-03-31,22.0,41,2,1216.73,0.0,2022-04-07,Next Day,6,2433.46,1496.98,936.48
2738,2023-07-09,53.0,58,10,1478.81,0.0,2023-07-15,Next Day,3,14788.099999999999,8815.5,5972.5999999999985
2739,,38.0,5,5,391.75,0.0,2022-07-02,Next Day,3,1958.75,982.9000000000001,975.8499999999999
